word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount
y,16099,16099,8.378532828125971,11,456,3013,1,French (Quebecois),2043005
rien,1532,1532,7.772845953002611,26,560,35,4,French (Quebecois),2043005
d'écrit,4,4,8.75,NA,NA,NA,7,French (Quebecois),2043005
m'racontes,6,6,3.1666666666666665,NA,NA,NA,10,French (Quebecois),2043005
t'as,2381,2381,7.128097438051239,NA,NA,NA,4,French (Quebecois),2043005
vu,3277,3277,7.55721696673787,1,997,12,2,French (Quebecois),2043005
et,27754,27754,8.260214743820711,92,136,18898,2,French (Quebecois),2043005
l'as,1129,1129,7.0912311780336585,NA,NA,NA,4,French (Quebecois),2043005
regardé,185,185,9.064864864864864,NA,43,1,7,French (Quebecois),2043005
le,43613,43613,7.8616696856441886,46,991,4246,2,French (Quebecois),2043005
livre,1593,1593,7.780916509730069,3,814,2,5,French (Quebecois),2043005
tout,6559,6559,8.389693550846166,22,780,643,4,French (Quebecois),2043005
à,18366,18366,8.750517260154634,9,103,2219,1,French (Quebecois),2043005
l'heure,481,481,9.598752598752599,NA,NA,NA,7,French (Quebecois),2043005
alors,11694,11694,6.948264067042928,865,2336,5787,5,French (Quebecois),2043005
ce,13716,13716,7.959171770195392,1,41,3672,2,French (Quebecois),2043005
que,28044,28044,8.997575238910283,7,497,1334,3,French (Quebecois),2043005
as,10619,10619,7.775120067802995,2,134,101,2,French (Quebecois),2043005
en,11816,11816,9.225372376438727,5,72,808,2,French (Quebecois),2043005
tournant,3,3,5.333333333333333,NA,2,NA,8,French (Quebecois),2043005
les,22958,22958,8.52025437755902,22,288,2137,3,French (Quebecois),2043005
pages,100,100,8.9,NA,53,1,5,French (Quebecois),2043005
l'regardes,1,1,2,NA,NA,NA,10,French (Quebecois),2043005
eh,2325,2325,5.953548387096774,110,244,1812,2,French (Quebecois),2043005
va,16089,16089,7.748523836161352,12,1073,619,2,French (Quebecois),2043005
es,3793,3793,7.164513577643026,NA,60,16,2,French (Quebecois),2043005
assez,411,411,8.880778588807786,2,62,4,5,French (Quebecois),2043005
prête,94,94,7.127659574468085,1,34,6,5,French (Quebecois),2043005
tenir,238,238,8.647058823529411,NA,67,4,5,French (Quebecois),2043005
suffit,270,270,6.044444444444444,2,129,8,6,French (Quebecois),2043005
vas,5611,5611,7.273391552307967,NA,226,386,3,French (Quebecois),2043005
nous,1802,1802,8.574361820199778,2,280,118,4,French (Quebecois),2043005
manger,2425,2425,8.448659793814432,5,955,18,6,French (Quebecois),2043005
après,3480,3480,8.242816091954023,140,861,662,5,French (Quebecois),2043005
micro,483,483,7.79296066252588,14,283,3,5,French (Quebecois),2043005
voila,97,97,2.8762886597938144,56,14,15,5,French (Quebecois),2043005
un,28286,28286,7.613943293502086,155,776,5128,2,French (Quebecois),2043005
cerf,50,50,7.38,NA,22,8,4,French (Quebecois),2043005
très,4038,4038,6.956909361069837,4,25,1091,4,French (Quebecois),2043005
bien,10136,10136,6.750789265982636,219,3582,175,4,French (Quebecois),2043005
une,13203,13203,7.548587442247974,73,348,2246,3,French (Quebecois),2043005
grande,695,695,8.348201438848921,1,131,8,6,French (Quebecois),2043005
fille,701,701,8.320970042796006,3,349,5,5,French (Quebecois),2043005
date,45,45,9.822222222222223,NA,7,5,4,French (Quebecois),2043005
catorze,1,1,6,NA,NA,NA,7,French (Quebecois),2043005
décembre,30,30,9.933333333333334,NA,12,NA,8,French (Quebecois),2043005
nom,264,264,8.787878787878787,NA,94,12,3,French (Quebecois),2043005
l'enfant,25,25,9.76,NA,NA,NA,8,French (Quebecois),2043005
l'expérimentateur,3,3,4.666666666666667,NA,NA,NA,17,French (Quebecois),2043005
âge,217,217,7.341013824884793,NA,83,9,3,French (Quebecois),2043005
euh,3977,3977,9.268041237113403,174,1104,969,3,French (Quebecois),2043005
sept,344,344,7.723837209302325,17,91,42,4,French (Quebecois),2043005
mhm,1419,1419,2.2882311486962648,837,269,296,3,French (Quebecois),2043005
enregistrement,12,12,11.333333333333334,1,1,4,14,French (Quebecois),2043005
du,7119,7119,8.552184295547127,12,92,610,2,French (Quebecois),2043005
sexe,2,2,2,NA,NA,2,4,French (Quebecois),2043005
masculin,4,4,6.25,NA,2,NA,8,French (Quebecois),2043005
l'enregistrement,31,31,9.258064516129032,NA,NA,NA,16,French (Quebecois),2043005
troisiéme,2,2,9,NA,NA,NA,9,French (Quebecois),2043005
langue,229,229,7.135371179039302,NA,135,5,6,French (Quebecois),2043005
maternelle,35,35,9.114285714285714,NA,17,2,10,French (Quebecois),2043005
français,84,84,8.05952380952381,2,43,2,8,French (Quebecois),2043005
préparation,5,5,6.2,NA,1,NA,11,French (Quebecois),2043005
ne,2960,2960,8.95,3,10,257,2,French (Quebecois),2043005
figure,80,80,9.275,NA,48,NA,6,French (Quebecois),2043005
cassette,121,121,8.12396694214876,NA,71,NA,8,French (Quebecois),2043005
parce+que,5,5,6.4,NA,1,4,9,French (Quebecois),2043005
pendant,394,394,11.398477157360405,NA,2,92,7,French (Quebecois),2043005
pé,1,1,9,NA,NA,NA,2,French (Quebecois),2043005
n'a,37,37,9.54054054054054,NA,NA,NA,3,French (Quebecois),2043005
dit,3777,3777,9.338628541170241,NA,775,18,3,French (Quebecois),2043005
je,24565,24565,8.67144311011602,20,89,8918,2,French (Quebecois),2043005
vais,3752,3752,8.5,NA,86,41,4,French (Quebecois),2043005
te,8611,8611,8.327023574497735,2,65,82,2,French (Quebecois),2043005
donner,831,831,9.52346570397112,NA,123,10,6,French (Quebecois),2043005
chien,825,825,6.340606060606061,8,501,3,5,French (Quebecois),2043005
d'accord,4305,4305,3.5263646922183507,NA,NA,NA,8,French (Quebecois),2043005
d'abord,767,767,7.715775749674055,NA,NA,NA,7,French (Quebecois),2043005
image,580,580,6.753448275862069,NA,556,NA,5,French (Quebecois),2043005
par,1846,1846,8.88353196099675,NA,14,249,3,French (Quebecois),2043005
raconter,401,401,9.386533665835412,1,56,NA,8,French (Quebecois),2043005
maman,6193,6193,6.694009365412563,287,2946,712,5,French (Quebecois),2043005
commences,83,83,8.036144578313253,NA,8,1,9,French (Quebecois),2043005
si,7495,7495,8.713408939292862,519,782,1955,2,French (Quebecois),2043005
des,12917,12917,8.417666640860881,27,231,1518,3,French (Quebecois),2043005
mots,159,159,10.59748427672956,NA,62,NA,4,French (Quebecois),2043005
connais,782,782,6.915601023017903,NA,113,4,7,French (Quebecois),2043005
demandes,157,157,7.987261146496815,NA,57,3,8,French (Quebecois),2043005
regardes,379,379,6.2902374670184695,7,100,13,8,French (Quebecois),2043005
maintenant,2661,2661,7.653513716647876,21,1231,355,10,French (Quebecois),2043005
vois,5056,5056,7.593552215189874,NA,1225,29,4,French (Quebecois),2043005
bon,6859,6859,5.1581863245371045,836,2451,1707,3,French (Quebecois),2043005
allons,68,68,6.676470588235294,5,NA,29,6,French (Quebecois),2043005
est,26127,26127,7.10096834692081,NA,1214,339,3,French (Quebecois),2043005
xxx,18945,18945,4.263921879123779,7514,5553,3608,3,French (Quebecois),2043005
quoi,10173,10173,4.649169369900718,840,4668,343,4,French (Quebecois),2043005
petit,6972,6972,8.388841078600114,14,428,233,5,French (Quebecois),2043005
raton,6,6,6.833333333333333,NA,2,NA,5,French (Quebecois),2043005
lav,1,1,9,NA,NA,NA,3,French (Quebecois),2043005
laveur,2,2,10,NA,1,NA,6,French (Quebecois),2043005
animal,196,196,7.178571428571429,NA,124,1,6,French (Quebecois),2043005
oui,26683,26683,4.526402578420718,7373,6238,7858,3,French (Quebecois),2043005
pa,20,20,7.25,5,3,NA,2,French (Quebecois),2043005
marcassins,2,2,10,NA,1,NA,10,French (Quebecois),2043005
motte,4,4,7.5,NA,3,NA,5,French (Quebecois),2043005
blette,1,1,12,NA,NA,NA,6,French (Quebecois),2043005
peu,4457,4457,8.970383666143146,2,1054,4,3,French (Quebecois),2043005
importe,57,57,8.473684210526315,NA,2,NA,7,French (Quebecois),2043005
me,4722,4722,8.469080897924607,1,21,29,2,French (Quebecois),2043005
qu'est+ce+que,11,11,8.181818181818182,NA,NA,NA,13,French (Quebecois),2043005
continue,289,289,5.114186851211072,35,123,12,8,French (Quebecois),2043005
merci,2062,2062,2.553346265761397,958,364,492,5,French (Quebecois),2043005
dans,11836,11836,9.171764109496452,5,42,1438,4,French (Quebecois),2043005
cadre,16,16,8.75,NA,7,NA,5,French (Quebecois),2043005
séminaire,1,1,17,NA,NA,NA,9,French (Quebecois),2043005
psycholinguistique,1,1,17,NA,1,NA,18,French (Quebecois),2043005
donc,1829,1829,9.057955166757791,6,368,629,4,French (Quebecois),2043005
entendre,60,60,9.383333333333333,NA,19,NA,8,French (Quebecois),2043005
tour,636,636,7.289308176100629,1,304,1,4,French (Quebecois),2043005
enfants,589,589,9.926994906621392,NA,274,1,7,French (Quebecois),2043005
parents,151,151,11.536423841059603,NA,61,NA,7,French (Quebecois),2043005
congolais,1,1,13,NA,1,NA,9,French (Quebecois),2043005
premier,190,190,9.031578947368422,3,56,6,7,French (Quebecois),2043005
s'appelle,1817,1817,5.858558062740782,NA,NA,NA,9,French (Quebecois),2043005
alix,2,2,3.5,NA,2,NA,4,French (Quebecois),2043005
dix,420,420,9.266666666666667,15,64,67,3,French (Quebecois),2043005
madame,409,409,6.919315403422983,2,139,37,6,French (Quebecois),2043005
cumérine,1,1,5,NA,1,NA,8,French (Quebecois),2043005
on,24553,24553,7.993524212927137,10,58,10796,2,French (Quebecois),2043005
peut,2312,2312,8.77681660899654,NA,49,47,4,French (Quebecois),2043005
commencer,137,137,9.065693430656934,NA,27,2,9,French (Quebecois),2043005
vas-y,9,9,2.3333333333333335,2,4,1,5,French (Quebecois),2043005
aurélie,2,2,5.5,NA,2,NA,7,French (Quebecois),2043005
ta,3238,3238,7.907659048795553,6,31,147,2,French (Quebecois),2043005
encore,5363,5363,5.992727950773821,726,1308,743,6,French (Quebecois),2043005
beaucoup,1321,1321,8.568508705526117,11,286,26,8,French (Quebecois),2043005
ceux,160,160,10.5,NA,NA,26,4,French (Quebecois),2043005
grands,240,240,9.004166666666666,2,67,1,6,French (Quebecois),2043005
sophie,76,76,7.407894736842105,4,37,1,6,French (Quebecois),2043005
aller,2919,2919,8.616992120589243,24,269,137,5,French (Quebecois),2043005
essaim,5,5,3.8,NA,2,NA,6,French (Quebecois),2043005
d'abeilles,8,8,4.375,NA,NA,NA,10,French (Quebecois),2043005
nid,36,36,7.5,NA,14,NA,3,French (Quebecois),2043005
abeilles,35,35,6.857142857142857,NA,24,NA,8,French (Quebecois),2043005
raconté,89,89,10.404494382022472,NA,12,NA,7,French (Quebecois),2043005
christophe,263,263,7.828897338403042,14,120,12,10,French (Quebecois),2043005
raconte,378,378,7.132275132275132,5,38,96,7,French (Quebecois),2043005
frédéric,7,7,6,NA,6,NA,8,French (Quebecois),2043005
travail,186,186,7.935483870967742,NA,94,1,7,French (Quebecois),2043005
effectué,2,2,15,NA,NA,NA,8,French (Quebecois),2043005
patricia,4,4,6.5,NA,2,NA,8,French (Quebecois),2043005
maîtrise,7,7,10.714285714285714,NA,NA,NA,8,French (Quebecois),2043005
fle,9,9,6.666666666666667,NA,7,NA,3,French (Quebecois),2043005
enfant,162,162,8.691358024691358,1,89,3,6,French (Quebecois),2043005
serge,6,6,7.166666666666667,NA,1,NA,5,French (Quebecois),2043005
d'un,205,205,11.560975609756097,NA,NA,NA,4,French (Quebecois),2043005
garçon,578,578,8.411764705882353,NA,306,2,6,French (Quebecois),2043005
touche,425,425,7.331764705882353,3,35,106,6,French (Quebecois),2043005
l'micro,1,1,7,NA,NA,NA,7,French (Quebecois),2043005
avec,8424,8424,8.52860873694207,17,327,1413,4,French (Quebecois),2043005
tourne-vice,1,1,3,NA,1,NA,11,French (Quebecois),2043005
d'une,102,102,11.53921568627451,NA,NA,NA,5,French (Quebecois),2043005
veux,12867,12867,6.725110748426206,NA,1502,212,4,French (Quebecois),2043005
tiens,6000,6000,4.475666666666666,1876,670,2741,5,French (Quebecois),2043005
prends,1359,1359,6.77924944812362,12,119,275,6,French (Quebecois),2043005
là,26770,26770,6.878408666417632,812,14284,1999,2,French (Quebecois),2043005
entend,152,152,8.5,NA,34,NA,6,French (Quebecois),2043005
ton,4913,4913,7.770812131080806,5,60,322,3,French (Quebecois),2043005
histoire,623,623,8.468699839486357,1,316,3,8,French (Quebecois),2043005
dis,3189,3189,6.978363123236124,36,664,549,3,French (Quebecois),2043005
c'qu,1,1,12,NA,NA,NA,4,French (Quebecois),2043005
loïc,9,9,7.444444444444445,NA,5,1,4,French (Quebecois),2043005
attend,282,282,6.418439716312057,27,66,88,6,French (Quebecois),2043005
depuis,217,217,10.184331797235023,1,4,42,6,French (Quebecois),2043005
moment,367,367,11.861035422343324,NA,130,1,6,French (Quebecois),2043005
hum,3577,3577,2.674587643276489,1556,1226,743,3,French (Quebecois),2043005
pour,9178,9178,9.008825452168228,11,64,1391,4,French (Quebecois),2043005
marquer,14,14,10.071428571428571,NA,2,NA,7,French (Quebecois),2043005
quand,4031,4031,11.177623418506574,22,56,1239,5,French (Quebecois),2043005
tournes,219,219,5.945205479452055,NA,73,3,7,French (Quebecois),2043005
j'crois,20,20,8.4,NA,NA,NA,7,French (Quebecois),2043005
enregistrment,1,1,2,NA,NA,1,13,French (Quebecois),2043005
expérimentateur,3,3,6.666666666666667,NA,NA,2,15,French (Quebecois),2043005
épouse,2,2,7,NA,NA,NA,6,French (Quebecois),2043005
martin,40,40,7.775,2,13,5,6,French (Quebecois),2043005
étrangère,2,2,12,NA,1,NA,9,French (Quebecois),2043005
tamara,1,1,4,NA,1,NA,6,French (Quebecois),2043005
féminin,3,3,2,NA,3,NA,7,French (Quebecois),2043005
grnouille,1,1,14,NA,NA,NA,9,French (Quebecois),2043005
images,1608,1608,7.174129353233831,NA,1552,NA,6,French (Quebecois),2043005
qu'tu,9,9,7.111111111111111,NA,NA,NA,5,French (Quebecois),2043005
demande,420,420,7.85,3,72,89,7,French (Quebecois),2043005
papa,3489,3489,7.305818286041846,137,1424,335,4,French (Quebecois),2043005
i,100,100,6.22,13,34,15,1,French (Quebecois),2043005
d'nom,2,2,7,NA,NA,NA,5,French (Quebecois),2043005
mais,13502,13502,9.102725522144867,77,557,6627,4,French (Quebecois),2043005
leur,478,478,9.834728033472803,NA,4,3,4,French (Quebecois),2043005
j'réponds,1,1,1,NA,NA,NA,9,French (Quebecois),2043005
parce,3965,3965,11.938965952080705,NA,NA,1485,5,French (Quebecois),2043005
content,378,378,7.8121693121693125,2,176,NA,7,French (Quebecois),2043005
d'avoir,69,69,10.927536231884059,NA,NA,NA,7,French (Quebecois),2043005
sa,1742,1742,9.076923076923077,5,26,100,2,French (Quebecois),2043005
tête,1445,1445,7.811072664359862,3,726,9,4,French (Quebecois),2043005
ragarde,1,1,13,NA,NA,1,7,French (Quebecois),2043005
regarde,12108,12108,5.1102576808721505,2601,2685,3744,7,French (Quebecois),2043005
taille,106,106,10.330188679245284,NA,35,1,6,French (Quebecois),2043005
celui,808,808,8.016089108910892,1,12,171,5,French (Quebecois),2043005
seconde,66,66,5.7272727272727275,NA,42,NA,7,French (Quebecois),2043005
neuf,218,218,9.779816513761467,8,55,19,4,French (Quebecois),2043005
cingt,1,1,23,NA,NA,NA,5,French (Quebecois),2043005
adt,1,1,23,NA,NA,NA,3,French (Quebecois),2043005
élève,7,7,12.428571428571429,NA,3,NA,5,French (Quebecois),2043005
l'université,4,4,9.25,NA,NA,NA,12,French (Quebecois),2043005
lumière,294,294,8.16326530612245,5,146,1,7,French (Quebecois),2043005
lyon,30,30,8.4,NA,15,NA,4,French (Quebecois),2043005
france,29,29,10.10344827586207,NA,11,1,6,French (Quebecois),2043005
avis,302,302,9.632450331125828,NA,118,NA,4,French (Quebecois),2043005
allez,6524,6524,4.309012875536481,1322,403,4070,5,French (Quebecois),2043005
tortues,30,30,5.833333333333333,NA,23,NA,7,French (Quebecois),2043005
c'était,1918,1918,8.094890510948906,NA,NA,NA,7,French (Quebecois),2043005
joli,702,702,5.739316239316239,14,291,8,4,French (Quebecois),2043005
dimitri,3,3,5.333333333333333,NA,3,NA,7,French (Quebecois),2043005
jérémy,2,2,3,NA,1,NA,6,French (Quebecois),2043005
attends,5833,5833,5.217898165609463,1276,1339,2415,7,French (Quebecois),2043005
fatma,9,9,4.111111111111111,1,7,1,5,French (Quebecois),2043005
prend,532,532,8.37406015037594,1,36,30,5,French (Quebecois),2043005
où,9276,9276,6.263906856403622,118,1479,3438,2,French (Quebecois),2043005
elle,14403,14403,7.785183642296744,6,374,5483,4,French (Quebecois),2043005
voit,1023,1023,8.429130009775172,NA,140,NA,4,French (Quebecois),2043005
n'as,9,9,7,NA,NA,NA,4,French (Quebecois),2043005
l'droit,5,5,5.6,NA,NA,NA,7,French (Quebecois),2043005
montrer,652,652,8.883435582822086,1,156,2,7,French (Quebecois),2043005
dire,1693,1693,9.233904311872417,NA,389,2,4,French (Quebecois),2043005
se,6368,6368,8.315640703517587,NA,36,21,2,French (Quebecois),2043005
trouve,389,389,9.699228791773779,2,54,4,6,French (Quebecois),2043005
sait,567,567,8.982363315696649,NA,16,3,4,French (Quebecois),2043005
toi,8441,8441,6.788413695059827,34,3462,785,3,French (Quebecois),2043005
doit,717,717,8.969316596931659,NA,4,8,4,French (Quebecois),2043005
biche,45,45,6.533333333333333,NA,28,NA,5,French (Quebecois),2043005
jéremy,1,1,4,NA,NA,NA,6,French (Quebecois),2043005
bravo,1382,1382,2.462373371924747,601,430,255,5,French (Quebecois),2043005
or,28,28,10.178571428571429,NA,13,5,2,French (Quebecois),2043005
toutes,760,760,9.994736842105263,1,24,68,6,French (Quebecois),2043005
puis,3389,3389,9.904396577161405,3,209,461,4,French (Quebecois),2043005
raconteras,12,12,7,NA,2,NA,10,French (Quebecois),2043005
temps,873,873,10.532646048109966,NA,340,9,5,French (Quebecois),2043005
t'es,1236,1236,6.131067961165049,NA,NA,NA,4,French (Quebecois),2043005
préssé,1,1,3,NA,1,NA,6,French (Quebecois),2043005
loupé,9,9,6.888888888888889,1,2,NA,5,French (Quebecois),2043005
d'pages,1,1,6,NA,NA,NA,7,French (Quebecois),2043005
celle,369,369,8.308943089430894,NA,2,57,5,French (Quebecois),2043005
aussi,4420,4420,7.52579185520362,30,2140,27,5,French (Quebecois),2043005
gauche,168,168,8.81547619047619,3,98,2,6,French (Quebecois),2043005
droite,165,165,8.333333333333334,3,97,NA,6,French (Quebecois),2043005
xxxx,1,1,2,NA,1,NA,4,French (Quebecois),2043005
allonge,19,19,8.157894736842104,1,NA,10,7,French (Quebecois),2043005
tes,2171,2171,7.594196222938738,1,13,87,3,French (Quebecois),2043005
jambes,174,174,8.028735632183908,NA,82,NA,6,French (Quebecois),2043005
l'fait,1,1,8,NA,NA,NA,6,French (Quebecois),2043005
juste,899,899,8.67964404894327,3,86,126,5,French (Quebecois),2043005
demi,157,157,9.64968152866242,1,79,NA,4,French (Quebecois),2043005
tant,161,161,8.29192546583851,NA,6,38,4,French (Quebecois),2043005
mieux,1021,1021,7.621939275220372,1,392,4,5,French (Quebecois),2043005
moix,1,1,5,NA,1,NA,4,French (Quebecois),2043005
avril,33,33,7.818181818181818,1,17,NA,5,French (Quebecois),2043005
ou,3301,3301,8.538927597697667,6,70,861,2,French (Quebecois),2043005
allan,2,2,3.5,NA,1,NA,5,French (Quebecois),2043005
l'temps,2,2,3.5,NA,NA,NA,7,French (Quebecois),2043005
fini,1482,1482,5.765182186234818,65,755,26,4,French (Quebecois),2043005
l'hitoire,1,1,8,NA,NA,NA,9,French (Quebecois),2043005
t'aides,11,11,6.363636363636363,NA,NA,NA,7,French (Quebecois),2043005
reprends,44,44,6.386363636363637,NA,12,5,8,French (Quebecois),2043005
l'début,2,2,5.5,NA,NA,NA,7,French (Quebecois),2043005
super,782,782,5.010230179028133,199,203,74,5,French (Quebecois),2043005
ouais,8779,8779,3.7623875156623763,3610,1531,2943,5,French (Quebecois),2043005
arrives,391,391,6.741687979539642,NA,86,1,7,French (Quebecois),2043005
moi,8455,8455,7.205440567711413,68,2720,1626,3,French (Quebecois),2043005
grave,564,564,6.826241134751773,NA,368,1,5,French (Quebecois),2043005
expliquer,34,34,10.205882352941176,NA,13,NA,9,French (Quebecois),2043005
appeler,78,78,7.666666666666667,NA,11,2,7,French (Quebecois),2043005
dois,298,298,8.080536912751677,NA,1,4,4,French (Quebecois),2043005
tourne,917,917,4.805888767720829,94,332,169,6,French (Quebecois),2043005
page,289,289,6.453287197231834,NA,196,4,4,French (Quebecois),2043005
souris,420,420,6.90952380952381,12,217,4,6,French (Quebecois),2043005
shais,2,2,2.5,NA,NA,1,5,French (Quebecois),2043005
zèbre,79,79,5.2784810126582276,5,52,NA,5,French (Quebecois),2043005
bocal,7,7,8.285714285714286,NA,4,NA,5,French (Quebecois),2043005
mord,40,40,6.475,NA,12,1,4,French (Quebecois),2043005
nez,1045,1045,7.151196172248804,35,556,34,3,French (Quebecois),2043005
l'a,1068,1068,8.649812734082397,NA,NA,NA,3,French (Quebecois),2043005
l',63,63,10.285714285714286,NA,NA,4,2,French (Quebecois),2043005
appelle,195,195,7.779487179487179,1,15,18,7,French (Quebecois),2043005
trou,365,365,8.454794520547946,3,197,NA,4,French (Quebecois),2043005
sauté,47,47,6.51063829787234,NA,14,NA,5,French (Quebecois),2043005
son,2535,2535,8.859960552268245,5,83,136,3,French (Quebecois),2043005
aurait,110,110,11.627272727272727,NA,2,NA,6,French (Quebecois),2043005
pu,117,117,10.102564102564102,2,8,1,2,French (Quebecois),2043005
faire,8947,8947,8.491673186542975,NA,1415,63,5,French (Quebecois),2043005
sorte,100,100,9.84,NA,16,NA,5,French (Quebecois),2043005
jean-baptiste,2,2,5.5,NA,NA,1,13,French (Quebecois),2043005
enregistré,15,15,11.133333333333333,NA,4,1,10,French (Quebecois),2043005
thérèse,1,1,14,NA,NA,NA,7,French (Quebecois),2043005
octobre,25,25,8.44,NA,10,1,7,French (Quebecois),2043005
n'en,8,8,11.25,NA,NA,NA,4,French (Quebecois),2043005
sautes,63,63,4.809523809523809,NA,30,NA,6,French (Quebecois),2043005
commence,332,332,7.795180722891566,3,38,19,8,French (Quebecois),2043005
première,195,195,10.661538461538461,NA,13,6,8,French (Quebecois),2043005
l,81,81,6.938271604938271,7,34,4,1,French (Quebecois),2043005
tous,1625,1625,9.43446153846154,12,84,181,4,French (Quebecois),2043005
dessins,122,122,8.639344262295081,NA,64,NA,7,French (Quebecois),2043005
mon,3718,3718,7.600053792361485,3,27,206,3,French (Quebecois),2043005
chéri,604,604,7.743377483443709,1,426,3,5,French (Quebecois),2043005
c'qui,4,4,8.25,NA,NA,NA,5,French (Quebecois),2043005
s'passe,1,1,3,NA,NA,NA,7,French (Quebecois),2043005
t'écoutes,8,8,5.75,NA,NA,NA,9,French (Quebecois),2043005
j'enregistrais,1,1,4,NA,NA,NA,14,French (Quebecois),2043005
tourné,49,49,7.673469387755102,1,22,NA,6,French (Quebecois),2043005
réfléchis,60,60,4.366666666666666,4,22,18,9,French (Quebecois),2043005
qu'est,986,986,6.418864097363083,NA,NA,NA,6,French (Quebecois),2043005
c'que,10,10,8,NA,NA,NA,5,French (Quebecois),2043005
s'mettre,1,1,6,NA,NA,NA,8,French (Quebecois),2043005
lit,1028,1028,8.504863813229573,3,506,1,3,French (Quebecois),2043005
avait,1795,1795,11.495264623955432,NA,41,NA,5,French (Quebecois),2043005
d'abeille,1,1,5,NA,NA,NA,9,French (Quebecois),2043005
était,1480,1480,9.518918918918919,NA,42,2,5,French (Quebecois),2043005
contente,193,193,7.83419689119171,NA,80,NA,8,French (Quebecois),2043005
sacs,17,17,7.529411764705882,NA,9,NA,4,French (Quebecois),2043005
sais,6142,6142,8.82985998046239,NA,601,28,4,French (Quebecois),2043005
t'en,959,959,7.194994786235662,NA,NA,NA,4,French (Quebecois),2043005
occupes,5,5,5,NA,1,NA,7,French (Quebecois),2043005
chouette,91,91,6.021978021978022,1,38,9,8,French (Quebecois),2043005
l'eau,1778,1778,7.898200224971879,NA,NA,NA,5,French (Quebecois),2043005
continues,77,77,7.415584415584416,NA,24,NA,9,French (Quebecois),2043005
